When the Spike Happens,Topic,Topic Number,TF-IDF Keywords,Non-TF-IDF Keywords,Prominent Tone,Prominent Key Person Affiliation
2020-06,Legislation and Government Policies,7,"anggar, ikn, lanjut, negara, pandemi, timbang, covid, jakarta, suharso, dpr, nasional, komisi, xi, bappenas, apbn, tata, masterplan, ruang, ri, corona, pres, terus, undang, masuk, dki, virus, miliar, rp, monoarfa, uu, kaltim, uang, prioritas, proses, nothing, persen, rapat, rapbn, nimbang, dasar, ppnbappenas, pns, mulyani, sri, tangan, capek, wakil, sofyan, ppnkepala, hadap","negara, ikn, anggar, jakarta, lanjut, dpr, komisi, nasional, suharso, bappenas, ri, rp, dki, undang, uang, apbn, presiden, uu, atur, anggota, rapat, masuk, proses, persen, jalan, nomor, siap, kembang, program, daerah, pusat, jokowi, dasar, cepat, sebut, biaya, nilai, sri, triliun, milik, masyarakat, hubung, ketua, calon, tanah, satu, bidang, investasi, asn, wakil",Neutral,Government
2020-08,Legislation and Government Policies,7,"negara, suharso, ikn, sifat, uang, jokowi, standby, nota, dpr, ri, ruu, anggar, apbn, monoarfa, perhati, singgung, bappenas, covid, rapbn, rancang, ppnkepala, plan, taruh, konferensi, pers, belanja, dapat, sidang, lanjut, nasib, presiden, corona, fokus, nasional, siap, virus, wabah, pidato, by, stand, pandemi, dana, master, baca, gedung, butuh, badan, ppnbappenas, tangan, irwan","negara, ikn, uang, suharso, dpr, ruu, ri, jokowi, anggar, presiden, rancang, undang, apbn, masyarakat, nasional, bappenas, lanjut, proses, masuk, butuh, anggota, investasi, asn, gedung, jakarta, badan, siap, bahas, luhut, najam, paser, dki, dana, tahap, wilayah, kabupaten, nusantara, cepat, program, gubernur, giat, infrastruktur, dasar, bambang, jalan, tanah, air, harap, sri, ubah",Neutral,Government
2020-09,Legislation and Government Policies,7,"tunda, negara, ikn, covid, pandemi, suharso, fokus, nasional, putus, corona, lanjut, bappenas, monoarfa, ppnbappenas, tangan, ppn, siap, dpr, program, jakarta, anggar, jalan, infrastruktur, fakta, koordinasi, jokowi, dasar, sangga, ppnkepala, virus, ri, induk, masterplan, akibat, rumus, komunikasi, tim, hold, baidowi, rp, provinsi, fraksi, ppp, rapat, najam, komisi, resmi, badan, paser, hormat","negara, ikn, suharso, dpr, nasional, bappenas, lanjut, program, anggar, jakarta, ri, siap, rapat, jokowi, infrastruktur, komisi, tim, dasar, nilai, provinsi, jalan, sambut, resmi, rp, masyarakat, daerah, anggota, wakil, dukung, balikpapan, badan, najam, hubung, sebut, of, undang, proses, presiden, paser, bentuk, nyata, partai, triliun, rancang, bidang, investasi, pusat, rakyat, masuk, ketua",Negative,Government
2021-03,Legislation and Government Policies,7,"presiden, istana, ruu, negara, suharso, agustus, ikn, dpr, mudah, nasional, bappenas, monoarfa, ri, jokowi, laksana, prolegnas, masuk, ppnkepala, undang, rancang, prioritas, komisi, xi, jalan, tahap, bahas, rapat, groundbreaking, baleg, legislasi, jakarta, badan, kaltim, optimis, covid, ingat, dorong, pandemi, draf, program, upacara, fakta, supratman, gedung, vaksinasi, sesuai, tanggal, siap, partai, fokus","negara, presiden, istana, ruu, ikn, dpr, suharso, nasional, masuk, bappenas, ri, undang, rancang, komisi, laksana, jalan, badan, jokowi, rapat, program, jakarta, groundbreaking, bahas, ketua, tahap, sesuai, gedung, desain, anggota, partai, sebut, capai, infrastruktur, nilai, target, hubung, siap, masyarakat, rp, atur, harap, pusat, lanjut, investasi, kantor, dasar, pupr, salah, tuju, buka",Neutral,Government
2021-04,Legislation and Government Policies,7,"dpr, negara, ikn, ruu, undang, serah, nyoman, nuarta, istana, suharso, reses, bappenas, fadjroel, presiden, desain, jakarta, bahas, rancang, gedung, monoarfa, ri, harap, kaltim, karya, kirim, emil, badan, anggar, pandemi, nasional, jokowi, nilai, draf, bicara, lembaga, upaya, tahap, guling, tukar, anggota, ppnkepala, balikpapan, masuk, swasta, uu, target, infrastruktur, rachman, biaya, cepat","negara, ikn, dpr, undang, istana, ruu, suharso, jakarta, bappenas, rancang, presiden, desain, nasional, ri, bahas, anggota, nilai, gedung, jokowi, anggar, karya, salah, masuk, komisi, tahap, partai, target, badan, harap, milik, bentuk, program, najam, paser, rp, lokasi, titik, ketua, apbn, triliun, uang, lanjut, cepat, biaya, uu, pusat, sebut, khusus, investasi, kawasan",Neutral,Government
2021-06,Legislation and Government Policies,7,"negara, ikn, anggar, dpr, rp, dki, undang, jakarta, triliun, tahan, bappenas, asn, presiden, aman, suharso, pks, komisi, rumah, kaji, ruu, ri, rakyat, suryadi, rapat, fraksi, ubah, nasional, anggota, masuk, dosa, giat, mulyani, sri, butuh, utang, basuki, desain, kesah, tunggu, laksana, ppnkepala, pupr, aspek, mikro, uang, dewan, wakil, pusat, monoarfa, juri","negara, ikn, dpr, anggar, komisi, ri, bappenas, rp, jakarta, undang, presiden, anggota, suharso, triliun, masuk, rapat, nilai, nasional, ruu, dki, program, butuh, ubah, rakyat, bahas, laksana, giat, asn, wakil, rumah, daerah, tahap, hasil, salah, provinsi, ketua, atur, uang, lanjut, najam, paser, capai, dasar, rancang, wilayah, target, pusat, sri, pupr, desain",Neutral,Government
2021-08,Legislation and Government Policies,7,"presiden, negara, ikn, pphn, dpr, jokowi, bahas, diskusi, undang, ruu, uang, mpr, lanjut, kemenkeu, anggar, nasional, kaya, surpres, basarah, rionald, ri, biaya, program, jenderal, serah, wakil, pokok, surat, proses, direktur, silaban, ketua, ahmad, jalan, partai, bicara, apbn, fadjroel, dasar, salah, bappenas, djkn, pimpin, rakyat, uud, atur, agustus, satu, kirim, haluan","negara, presiden, undang, ikn, dpr, nasional, bahas, jokowi, ruu, ri, uang, ketua, wakil, anggar, program, lanjut, biaya, dasar, jakarta, apbn, bappenas, jalan, ubah, rakyat, jenderal, paser, proses, laksana, direktur, rancang, butuh, partai, atur, infrastruktur, sesuai, tingkat, buka, bentuk, uu, salah, satu, rp, kabupaten, provinsi, tol, pusat, dukung, dki, siap, daerah",Neutral,Government
2021-09,Legislation and Government Policies,7,"negara, dpr, ikn, aset, suharso, ruu, undang, bappenas, surpres, serah, presiden, puan, ri, sewa, terima, jakarta, gedung, butuh, monoarfa, surat, uang, ketua, infrastruktur, biaya, komisi, anggar, rancang, pratikno, lanjut, nasional, kaya, ppnkepala, kemenkeu, jenderal, rionald, bahas, tunjang, mensesneg, wakil, xi, meta, tni, direktur, maharani, jokowi, september, parlemen, rapat, pimpin, silaban","negara, ikn, dpr, ruu, suharso, undang, bappenas, presiden, ri, jakarta, ketua, terima, gedung, rancang, uang, butuh, anggar, komisi, nasional, bahas, biaya, wakil, lanjut, jokowi, jenderal, siap, direktur, infrastruktur, rapat, tni, kembang, jalan, pimpin, rp, rakyat, masuk, paser, resmi, dana, proses, najam, anggota, daerah, partai, salah, harap, atur, badan, laksana, sesuai",Neutral,Government
2021-12,Legislation and Government Policies,7,"ikn, ruu, pansus, negara, undang, dpr, anggota, presiden, orang, jakarta, bahas, khusus, rapat, ketua, kantor, rancang, wakil, pasal, atur, ri, panitia, bentuk, tetap, negeri, pusat, dki, fraksi, semester, velix, pimpin, bappenas, daerah, ahmad, dol, ayat, dasco, tahap, putus, paripurna, status, nasional, pns, anggito, draf, ahli, ubah, uu, target, suharso, buru","ikn, ruu, negara, undang, dpr, anggota, khusus, jakarta, bahas, rancang, rapat, orang, ketua, wakil, atur, presiden, ri, daerah, dki, uu, bentuk, pimpin, ubah, bappenas, provinsi, nomor, pusat, kantor, nasional, proses, target, badan, tahap, dasar, sesuai, satu, salah, nilai, milik, masuk, tuju, komisi, negeri, suharso, infrastruktur, paser, najam, bidang, pilih, konsep",Neutral,Government
2022-01,Legislation and Government Policies,7,"ikn, undang, negara, nusantara, nama, ruu, dpr, jakarta, uu, suharso, sri, presiden, mulyani, khusus, pansus, rapat, anggar, bahas, pen, bappenas, rancang, ri, jokowi, daerah, dana, tahap, dki, atur, nasional, uang, sah, anggota, pilih, monoarfa, ketua, tuju, paripurna, rp, panitia, asn, triliun, kesah, pulih, tingkat, apbn, aset, pns, kazakhstan, wakil, januari","ikn, negara, undang, ruu, dpr, nusantara, jakarta, uu, nama, ri, rapat, rancang, presiden, sri, khusus, bahas, anggar, suharso, dana, anggota, ketua, uang, bappenas, atur, nasional, tuju, daerah, apbn, wakil, dki, tahap, jokowi, tingkat, rp, proses, biaya, triliun, pilih, pusat, masyarakat, nilai, provinsi, resmi, bentuk, asn, pimpin, rakyat, komisi, gedung, program",Neutral,Government
2022-11,Legislation and Government Policies,7,"jakarta, ikn, nusantara, klaster, negara, dki, suharso, bappenas, huni, undang, presiden, ppnbappenas, gubernur, bahas, duduk, asn, bupati, pusat, lembaga, heru, wali, usul, revisi, nasib, uu, prolegnas, hayu, jabat, monoarfa, nasional, dpr, polri, tni, budi, bi, masuk, prioritas, tahap, balai, ppn, utama, tata, ahli, fungsional, parasati, kembang, ruu, badan, hartono, batas","ikn, uu, negara, jakarta, undang, dpr, nusantara, masuk, ruu, dki, bappenas, presiden, asn, nomor, suharso, bahas, nasional, badan, ubah, ri, partai, pusat, rapat, gubernur, tuju, rancang, kembang, jokowi, ketua, tahap, proses, cepat, program, tni, jabat, rumah, bentuk, daerah, utama, sri, uang, milik, siap, pilih, dasar, terima, salah, atur, khusus, jalan",Neutral,Government
2023-02,Legislation and Government Policies,7,"ikn, asn, negara, jakarta, presiden, nusantara, pns, keppres, polri, tni, bambang, dpr, keluar, putus, kemenkeu, ri, fasilitas, jokowi, aparatur, dki, orang, anas, komisi, xi, aset, apartemen, heru, manfaat, ribu, pusat, rapat, agustus, sipil, uang, tahap, jabat, rumah, upacara, target, emban, total, kantor, milik, biaya, susantono, bahas, laksana, rp, azwar, rb","ikn, negara, nusantara, asn, jakarta, dpr, presiden, ri, komisi, uang, biaya, tni, bambang, pusat, dki, jabat, rp, atur, undang, rapat, laksana, anggar, jokowi, badan, kantor, triliun, fasilitas, uu, milik, rumah, susantono, nasional, orang, siap, nomor, target, sesuai, wakil, jenderal, bahas, tahap, direktur, investasi, dukung, bappenas, jalan, program, proses, gubernur, investor",Neutral,Government
2023-08,Legislation and Government Policies,7,"ikn, undang, uu, dpr, revisi, komisi, pns, ii, nusantara, negara, asn, sri, jakarta, rapat, ubah, mulyani, khusus, ri, suharso, rusun, rumah, bentuk, nasional, arsul, ruu, nomor, basuki, uang, panja, rancang, bappenas, badan, daerah, pupr, anggota, anggar, bahas, tower, insentif, lanjut, ppp, poin, monoarfa, program, sani, biaya, negeri, prioritas, laksana, hankam","ikn, uu, undang, dpr, nusantara, negara, asn, komisi, ubah, jakarta, rumah, ri, rapat, nomor, suharso, sri, khusus, rancang, nasional, uang, ruu, bappenas, bentuk, pupr, anggota, bahas, daerah, anggar, biaya, badan, basuki, wakil, ketua, presiden, siap, lanjut, laksana, negeri, rakyat, sesuai, milik, jenderal, salah, dki, atur, tuju, oikn, jokowi, direktur, tanah",Neutral,Government
2023-09,Legislation and Government Policies,7,"jakarta, daerah, dki, khusus, dkj, ktp, ikn, ubah, undang, warga, status, negara, cetak, ulang, uu, ruu, sri, mulyani, ganti, bahas, nama, rapat, ibukota, dpr, nusantara, nomor, budi, ri, pusat, uang, heru, provinsi, revisi, komisi, asn, duduk, rancang, presiden, resmi, ii, dasar, global, kawasan, sekda, tahap, anggar, atur, satu, sesuai, wakil","jakarta, daerah, dki, khusus, ikn, ubah, negara, undang, ruu, uu, warga, nusantara, sri, dpr, bahas, rapat, nama, ri, nomor, uang, komisi, provinsi, asn, rancang, presiden, pusat, dasar, resmi, anggar, wakil, ketua, atur, tahap, sesuai, bentuk, kawasan, tuju, satu, gubernur, kutip, butuh, istana, milik, masuk, sebut, negeri, proses, gelar, laksana, apbn",Neutral,Government
2023-12,Legislation and Government Policies,7,"asn, ikn, negara, jakarta, nusantara, aparatur, anas, juli, pajak, aset, undang, tahap, insentif, sipil, uu, kemenkeu, azwar, khusus, pns, publik, dki, hasil, rb, ruu, dkj, atur, gaji, november, presiden, nomor, tinggal, jokowi, pendayagunaan, reformasi, abdullah, birokrasi, ubah, uang, kuat, kementerianlembaga, terbit, betawi, pegawai, pusat, pph, pasal, obligasi, daerah, bebas, terima","ikn, asn, negara, jakarta, nusantara, undang, uu, khusus, ruu, daerah, dki, uang, nomor, dpr, presiden, atur, ubah, hasil, tahap, pusat, gubernur, milik, ri, bahas, rp, fasilitas, badan, bidang, triliun, dana, terima, tuju, jokowi, laksana, salah, nasional, provinsi, investasi, dukung, oikn, kantor, sebut, siap, sesuai, biaya, jabat, butuh, rancang, persen, tugas",Neutral,Government
2020-02,Political Dynamics and Elections,3,"jakarta, jokowi, dki, negara, persen, banjir, gerung, rocky, ui, survei, anies, presiden, baswedan, undang, pamer, urus, mahfud, bappenas, gubernur, partai, pusat, hasil, dpp, balikpapan, gelar, konsep, pbb, perata, tangan, kadin, bintang, bahas, nilai, pks, gagal, reformasi, struktural, tuju, milik, nasional, barometer, indo, alas, ibukota, pulau, oktober, formula, libat, ikn, publik","jokowi, jakarta, presiden, negara, persen, dki, tuju, nilai, gubernur, anies, hasil, ikn, pusat, wilayah, nasional, laksana, dasar, sebut, balikpapan, milik, undang, gelar, pimpin, bappenas, dukung, desain, acara, salah, najam, paser, konsep, partai, barat, provinsi, direktur, bahas, istana, pilih, lokasi, wakil, masyarakat, ketua, daerah, warga, basuki, nyata, kutip, satu, buka, hadir",Neutral,Non-Government
2021-04,Political Dynamics and Elections,3,"emil, salim, gedung, fadli, zon, negara, departemen, uang, jakarta, ditukargulingkan, monumen, karno, hilang, bayang, mal, ekonom, ngeri, salah, ikn, sayembara, pt, jawa, senior, sorot, kritik, andrinof, historis, komersial, lenyap, sentra, alutsista, bumn, pks, apbn, nabil, menang, mantan, alas, utang, sumatera, urgensi, swasta, persen, nasional, istana, tempat, ketua, partai, palangka, raya","negara, jakarta, presiden, gedung, istana, ikn, desain, uang, pusat, jawa, jokowi, wakil, pilih, dasar, ketua, salah, pt, hasil, kutip, kantor, anggar, proses, barat, masuk, nyata, nasional, partai, nilai, dukung, persen, apbn, satu, dunia, terang, masyarakat, milik, lanjut, provinsi, jalan, tanah, lingkung, dpr, buka, kawasan, gubernur, karya, warga, sesuai, ubah, the",Negative,Non-Government
2021-06,Political Dynamics and Elections,3,"kaltim, negara, rau, jawa, rektor, perata, presiden, ketua, ubah, gagal, juri, dprd, revolusioner, wujud, dukung, ikn, contoh, ksp, pulau, wilayah, uniba, ardiantoro, rpjmd, kaltara, isradi, provinsi, publik, zainal, paser, najam, isu, sesuai, langkah, tanggap, gubernur, bambang, hasil, pakar, bem, dr, hadir, deputi, iv, jokowi, kejar, maju, staf, tinggal, upaya, bupati","negara, presiden, ubah, jakarta, ketua, ikn, program, dukung, sesuai, laksana, gubernur, jokowi, jawa, provinsi, najam, hadir, wilayah, wakil, paser, masyarakat, undang, dasar, bahas, salah, satu, nasional, bambang, hasil, jalan, nama, pilih, sri, giat, dki, pusat, harap, rapat, uang, lahan, kembang, daerah, hubung, jabat, nilai, kutip, biaya, triliun, nomor, partai, milik",Positive,Government
2021-08,Political Dynamics and Elections,3,"jokowi, partai, negara, presiden, jakarta, koalisi, ketua, bahas, anies, jalan, petinggi, jenderal, sekretaris, ikn, isu, politik, puan, semarang, salah, signifikan, covid, parpol, dukung, istana, nagara, nusa, rimba, tantang, nasdem, dki, turut, jawa, provinsi, tenggelam, pandemi, masuk, undang, lanjut, pandang, dampak, ekonom, kawasan, sibarani, johnny, pimpin, aktivitas, hubung, urus, isi, sekjen","negara, jokowi, partai, jakarta, presiden, dki, bahas, ketua, nasional, jenderal, salah, ikn, anggota, nyata, jalan, sebut, masuk, provinsi, pimpin, dukung, istana, lanjut, anies, masyarakat, undang, komisi, ri, ubah, dunia, orang, nomor, daerah, jawa, gelar, kawasan, kembang, nilai, hadir, hubung, kantor, direktur, tanah, gubernur, the, utama, lingkung, tahap, buka, anggar, harap",Neutral,Government
2021-10,Political Dynamics and Elections,3,"anies, karno, negara, jakarta, ikn, unmul, partai, ibukota, jokowi, reshuffle, catat, demokrat, udara, polusi, lingkung, presiden, pks, publik, pusat, pimpin, psi, dki, berita, kabinet, mensesneg, dino, putus, biaya, april, batal, batu, bisu, city, era, faktor, jejak, juang, letak, merdeka, milik, palangkaraya, pandang, rebut, saksi, sejarah, sister, soekarno, sungguh, timbang, salah","negara, anies, jakarta, jokowi, ikn, partai, presiden, lingkung, pusat, gubernur, ketua, dki, sebut, biaya, pimpin, salah, dpr, nyata, apbn, ri, rakyat, najam, paser, kutip, nusantara, giat, wakil, dana, milik, cepat, anggota, ubah, undang, listrik, rp, triliun, nasional, city, proses, badan, warga, kawasan, masyarakat, kunjung, sambut, nilai, kembang, tni, masuk, wilayah",Neutral,Non-Government
2022-01,Political Dynamics and Elections,3,"ikn, nama, jokowi, nusantara, jakarta, negara, kamil, ridwan, presiden, jawa, arsitek, pimpin, anies, yahya, undang, rocky, pdip, usul, barat, daerah, gubernur, dki, kriteria, gerung, pusat, hasto, pansus, edy, gus, nilai, ketua, pks, pilih, mulyadi, calon, baswedan, pulau, politik, wakil, sejarah, tuju, sentris, gedung, latar, dpr, pbnu, yogyakarta, sosok, fadli, kritik","ikn, negara, nusantara, jakarta, nama, jokowi, presiden, jawa, dki, gubernur, anies, ketua, pimpin, barat, nilai, daerah, undang, wakil, pusat, calon, pilih, partai, dpr, tuju, edy, sebut, dukung, mulyadi, milik, nyata, harap, ruu, ri, masuk, najam, paser, uu, salah, desain, wilayah, lokasi, dunia, gedung, rakyat, provinsi, khusus, rancang, hadir, program, kantor",Neutral,Non-Government
2022-06,Political Dynamics and Elections,3,"ikn, jakarta, pemuda, dukung, nusantara, dki, partai, pansus, dprd, buruh, mahasiswa, harap, pimpin, komitmen, negara, bentuk, pusat, jokowi, nilai, kpu, bangsa, perata, ketua, elemen, organisasi, ikrar, csis, deklarasi, tokoh, survei, ahmad, politik, milu, airlangga, bogor, provokasi, kamil, ridwan, kapolri, jalan, koalisi, sunanto, cak, mahfud, titik, kawal, tuntas, khusus, pkb, presiden","ikn, jakarta, nusantara, negara, ketua, partai, dki, pimpin, dukung, jokowi, harap, bentuk, presiden, pusat, nilai, komisi, wakil, masyarakat, pilih, gelar, hadir, lanjut, nasional, gedung, salah, satu, uu, lokasi, bappenas, provinsi, milik, khusus, titik, ri, daerah, balikpapan, gubernur, jalan, masuk, dpr, nol, acara, rakyat, persen, paku, jabat, calon, najam, paser, undang",Positive,Government
2022-08,Political Dynamics and Elections,3,"jakarta, dardak, hermanto, dki, ikn, kurang, makam, riza, beban, tenggelam, emil, wakil, negara, patria, infrastruktur, kalibata, tmp, potensi, pansus, basuki, gubernur, insinyur, nusantara, ketua, ahmad, pupr, bantu, tanah, tinggal, pasca, ayah, salah, kenang, muka, turun, presiden, dedikasi, wagub, air, jokowi, nilai, dprd, achmad, dunia, jawa, hidup, uu, organisasi, pusat, pokok","jakarta, ikn, dki, wakil, jawa, negara, gubernur, ketua, barat, infrastruktur, presiden, pusat, bahas, dunia, rumah, nusantara, tim, terima, cepat, bentuk, salah, provinsi, calon, daerah, jalan, pupr, uu, nasional, tol, jabat, nilai, ri, khusus, basuki, tanah, nomor, undang, istana, satu, partai, rapat, warga, hadir, air, tuju, pimpin, rakyat, jokowi, lanjut, dukung",Positive,Non-Government
2022-10,Political Dynamics and Elections,3,"barat, jawa, bandung, pusat, tegalluar, ridwan, kamil, kawasan, jokowi, provinsi, wacana, presiden, anies, kereta, potensial, gubernur, cepat, kabupaten, kertajati, walini, beda, isu, ikn, sebut, emil, tumbuh, harap, jakarta, yana, pakai, kumpul, gedung, sate, wilayah, bijak, baswedan, satu, tanggap, opsi, kantor, kang, menep, calon, akrab, sapa, nasdem, kutip, kcjb, ganti, sentris","jawa, barat, gubernur, ikn, pusat, jokowi, anies, presiden, jakarta, provinsi, dki, kawasan, nusantara, negara, kabupaten, sebut, partai, cepat, harap, nilai, program, satu, kembang, usaha, masyarakat, nama, ketua, calon, wilayah, milik, gedung, jabat, hasil, dukung, acara, pimpin, kantor, nasional, lanjut, istana, rp, daerah, masuk, pilih, nyata, jalan, bidang, direktur, suharso, kutip",Neutral,Non-Government
2023-02,Political Dynamics and Elections,3,"anies, presiden, ikn, lanjut, gerindra, jokowi, prabowo, baswedan, partai, undang, nasdem, pilih, program, muzani, nusantara, negara, calon, jakarta, pdip, capres, bijak, gagas, sekjen, hasto, ganjar, pimpin, ketua, bicara, jalan, gubernur, dpp, nasib, sempat, putus, dki, subianto, duduk, pilpres, usung, cak, imin, dedy, wakil, kader, uu, tegas, dukung, ahmad, hut, palangkaraya","ikn, presiden, anies, jakarta, partai, lanjut, jokowi, negara, nusantara, program, pilih, calon, ketua, ganjar, jawa, dki, undang, gubernur, jalan, dukung, nilai, sri, pimpin, jenderal, wakil, tuju, apbn, persen, nyata, harap, hadir, ubah, salah, ri, nasional, pusat, resmi, balikpapan, jabat, selatan, terang, buka, sambut, hasil, barat, satu, daerah, wilayah, rakyat, masyarakat",Neutral,Government
